Year,State Name,Area_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day,Yield_kg_per_ha,Crop_cotton,Crop_maize,Crop_rice
2005,Maharashtra,83700.0,11.118239999999998,6.176799999999999,11.118239999999998,20,60,6.5,600,1.5,16,617.68,False,False,False
2005,Maharashtra,239300.0,5.63463,2.50428,5.63463,28,65,6.0,700,3.0,22,208.69,True,False,False
2006,Maharashtra,12100.0,10.74375,5.157,9.4545,25,80,6.5,1200,2.0,18,429.75,False,False,True
2006,Maharashtra,4300.0,36.79533,16.353479999999998,23.16743,22,70,6.0,800,2.5,20,1362.79,False,True,False
2006,Maharashtra,100100.0,13.21686,7.3427,13.21686,20,60,6.5,600,1.5,16,734.27,False,False,False
2006,Maharashtra,256600.00000000003,7.65072,3.40032,7.65072,28,65,6.0,700,3.0,22,283.36,True,False,False
2007,Maharashtra,11300.0,10.48675,5.03364,9.22834,25,80,6.5,1200,2.0,18,419.47,False,False,True
2007,Maharashtra,3200.0,38.8125,17.25,24.4375,22,70,6.0,800,2.5,20,1437.5,False,True,False
2007,Maharashtra,85100.0,13.811940000000002,7.673300000000001,13.811940000000002,20,60,6.5,600,1.5,16,767.33,False,False,False
2007,Maharashtra,273000.0,13.71357,6.09492,13.71357,28,65,6.0,700,3.0,22,507.91,True,False,False
2008,Maharashtra,6300.0,8.73025,4.190519999999999,7.682619999999999,25,80,6.5,1200,2.0,18,349.21,False,False,True
2008,Maharashtra,4100.0,30.22677,13.43412,19.03167,22,70,6.0,800,2.5,20,1119.51,False,True,False
2008,Maharashtra,69900.0,10.66086,5.9227,10.66086,20,60,6.5,600,1.5,16,592.27,False,False,False
2008,Maharashtra,310100.0,8.08596,3.5937600000000005,8.08596,28,65,6.0,700,3.0,22,299.48,True,False,False
2009,Maharashtra,4300.0,8.779,4.21392,7.72552,25,80,6.5,1200,2.0,18,351.16,False,False,True
2009,Maharashtra,3700.0,25.46748,11.31888,16.03508,22,70,6.0,800,2.5,20,943.24,False,True,False
2009,Maharashtra,80700.0,12.087,6.715,12.087,20,60,6.5,600,1.5,16,671.5,False,False,False
2009,Maharashtra,314700.0,7.317539999999999,3.25224,7.317539999999999,28,65,6.0,700,3.0,22,271.02,True,False,False
2010,Maharashtra,5100.0,12.10775,5.81172,10.65482,25,80,6.5,1200,2.0,18,484.31,False,False,True
2010,Maharashtra,4400.0,34.240860000000005,15.21816,21.55906,22,70,6.0,800,2.5,20,1268.18,False,True,False
2010,Maharashtra,103400.0,11.79396,6.5522,11.79396,20,60,6.5,600,1.5,16,655.22,False,False,False
2010,Maharashtra,314300.0,7.856999999999999,3.492,7.856999999999999,28,65,6.0,700,3.0,22,291.0,True,False,False
2011,Maharashtra,2300.0,8.695749999999999,4.173959999999999,7.652259999999999,25,80,6.5,1200,2.0,18,347.83,False,False,True
2011,Maharashtra,4000.0,42.1875,18.75,26.5625,22,70,6.0,800,2.5,20,1562.5,False,True,False
2011,Maharashtra,88600.0,14.30046,7.9447,14.30046,20,60,6.5,600,1.5,16,794.47,False,False,False
2011,Maharashtra,330100.0,7.743330000000001,3.4414800000000003,7.743330000000001,28,65,6.0,700,3.0,22,286.79,True,False,False
2012,Maharashtra,2000.0,4.125,1.98,3.63,25,80,6.5,1200,2.0,18,165.0,False,False,True
2012,Maharashtra,5130.0,24.52626,10.90056,15.44246,22,70,6.0,800,2.5,20,908.38,False,True,False
2012,Maharashtra,106200.0,11.806739999999998,6.559299999999999,11.806739999999998,20,60,6.5,600,1.5,16,655.93,False,False,False
2012,Maharashtra,374500.0,9.68382,4.303920000000001,9.68382,28,65,6.0,700,3.0,22,358.66,True,False,False
2013,Maharashtra,700.0,10.71425,5.14284,9.42854,25,80,6.5,1200,2.0,18,428.57,False,False,True
2013,Maharashtra,4900.0,38.57139,17.14284,24.28569,22,70,6.0,800,2.5,20,1428.57,False,True,False
2013,Maharashtra,166300.0,16.58214,9.2123,16.58214,20,60,6.5,600,1.5,16,921.23,False,False,False
2013,Maharashtra,361900.0,10.09044,4.484640000000001,10.09044,28,65,6.0,700,3.0,22,373.72,True,False,False
2014,Maharashtra,5300.0,12.7359,5.6604,8.0189,22,70,6.0,800,2.5,20,471.7,False,True,False
2014,Maharashtra,122900.0,36.43938,20.2441,36.43938,20,60,6.5,600,1.5,16,2024.41,False,False,False
2014,Maharashtra,368200.0,3.82995,1.7022,3.82995,28,65,6.0,700,3.0,22,141.85,True,False,False
2015,Maharashtra,14600.0,17.01378,7.561680000000001,10.71238,22,70,6.0,800,2.5,20,630.14,False,True,False
2015,Maharashtra,110100.0,5.7384,3.188,5.7384,20,60,6.5,600,1.5,16,318.8,False,False,False
2015,Maharashtra,356400.0,2.10303,0.93468,2.10303,28,65,6.0,700,3.0,22,77.89,True,False,False
2016,Maharashtra,20.0,5.0,2.4000000000000004,4.4,25,80,6.5,1200,2.0,18,200.0,False,False,True
2016,Maharashtra,12330.0,35.40888,15.737280000000002,22.294480000000004,22,70,6.0,800,2.5,20,1311.44,False,True,False
2016,Maharashtra,141530.0,17.61786,9.7877,17.61786,20,60,6.5,600,1.5,16,978.77,False,False,False
2016,Maharashtra,242630.0,18.54387,8.241719999999999,18.54387,28,65,6.0,700,3.0,22,686.81,True,False,False
2017,Maharashtra,5630.0,22.57443,10.03308,14.21353,22,70,6.0,800,2.5,20,836.09,False,True,False
2017,Maharashtra,183070.0,14.86584,8.258799999999999,14.86584,20,60,6.5,600,1.5,16,825.88,False,False,False
2017,Maharashtra,272100.0,8.96265,3.9834,8.96265,28,65,6.0,700,3.0,22,331.95,True,False,False
1966,Maharashtra,10000.0,7.5,3.6,6.6,25,80,6.5,1200,2.0,18,300.0,False,False,True
1966,Maharashtra,2000.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1966,Maharashtra,27000.0,7.333380000000001,4.0741000000000005,7.333380000000001,20,60,6.5,600,1.5,16,407.41,False,False,False
1966,Maharashtra,58000.0,1.39644,0.6206400000000001,1.39644,28,65,6.0,700,3.0,22,51.72,True,False,False
1967,Maharashtra,8000.0,9.375,4.5,8.25,25,80,6.5,1200,2.0,18,375.0,False,False,True
1967,Maharashtra,2000.0,13.5,6.0,8.5,22,70,6.0,800,2.5,20,500.0,False,True,False
1967,Maharashtra,28000.0,4.5,2.5,4.5,20,60,6.5,600,1.5,16,250.0,False,False,False
1967,Maharashtra,40000.0,1.35,0.6000000000000001,1.35,28,65,6.0,700,3.0,22,50.0,True,False,False
1968,Maharashtra,7400.0,13.513499999999995,6.486479999999999,11.89188,25,80,6.5,1200,2.0,18,540.54,False,False,True
1968,Maharashtra,2200.0,12.27285,5.4546,7.72735,22,70,6.0,800,2.5,20,454.55,False,True,False
1968,Maharashtra,29900.0,6.020099999999999,3.3445,6.020099999999999,20,60,6.5,600,1.5,16,334.45,False,False,False
1968,Maharashtra,39600.0,2.72727,1.21212,2.72727,28,65,6.0,700,3.0,22,101.01,True,False,False
1969,Maharashtra,8300.0,12.95175,6.21684,11.39754,25,80,6.5,1200,2.0,18,518.07,False,False,True
1969,Maharashtra,1800.0,4.500089999999999,2.00004,2.83339,22,70,6.0,800,2.5,20,166.67,False,True,False
1969,Maharashtra,30700.0,5.6286,3.127,5.6286,20,60,6.5,600,1.5,16,312.7,False,False,False
1969,Maharashtra,53100.0,2.03391,0.90396,2.03391,28,65,6.0,700,3.0,22,75.33,True,False,False
1970,Maharashtra,6900.0,12.68125,6.087,11.1595,25,80,6.5,1200,2.0,18,507.25,False,False,True
1970,Maharashtra,1200.0,6.75,3.0,4.25,22,70,6.0,800,2.5,20,250.0,False,True,False
1970,Maharashtra,31200.0,4.211460000000001,2.3397,4.211460000000001,20,60,6.5,600,1.5,16,233.97,False,False,False
1970,Maharashtra,51200.0,0.36909,0.16404,0.36909,28,65,6.0,700,3.0,22,13.67,True,False,False
1971,Maharashtra,2500.0,7.000000000000001,3.3600000000000003,6.16,25,80,6.5,1200,2.0,18,280.0,False,False,True
1971,Maharashtra,400.0,13.5,6.0,8.5,22,70,6.0,800,2.5,20,500.0,False,True,False
1971,Maharashtra,40900.0,5.4572400000000005,3.0318,5.4572400000000005,20,60,6.5,600,1.5,16,303.18,False,False,False
1971,Maharashtra,10900.0,1.23849,0.5504399999999999,1.23849,28,65,6.0,700,3.0,22,45.87,True,False,False
1972,Maharashtra,8100.0,0.3087499999999999,0.1482,0.2717,25,80,6.5,1200,2.0,18,12.35,False,False,True
1972,Maharashtra,700.0,7.714169999999999,3.42852,4.857069999999999,22,70,6.0,800,2.5,20,285.71,False,True,False
1972,Maharashtra,19400.0,0.9279,0.5155,0.9279,20,60,6.5,600,1.5,16,51.55,False,False,False
1972,Maharashtra,23900.0,1.80765,0.8034000000000001,1.80765,28,65,6.0,700,3.0,22,66.95,True,False,False
1973,Maharashtra,5500.0,12.727249999999998,6.109079999999999,11.199979999999998,25,80,6.5,1200,2.0,18,509.09,False,False,True
1973,Maharashtra,1100.0,17.181720000000002,7.63632,10.81812,22,70,6.0,800,2.5,20,636.36,False,True,False
1973,Maharashtra,22900.0,7.624439999999999,4.235799999999999,7.624439999999999,20,60,6.5,600,1.5,16,423.58,False,False,False
1973,Maharashtra,17700.0,3.35583,1.49148,3.35583,28,65,6.0,700,3.0,22,124.29,True,False,False
1974,Maharashtra,5500.0,10.4545,5.01816,9.19996,25,80,6.5,1200,2.0,18,418.18,False,False,True
1974,Maharashtra,2700.0,15.99993,7.111080000000001,10.07403,22,70,6.0,800,2.5,20,592.59,False,True,False
1974,Maharashtra,32300.0,5.572800000000001,3.0960000000000005,5.572800000000001,20,60,6.5,600,1.5,16,309.6,False,False,False
1974,Maharashtra,22100.0,3.66525,1.629,3.66525,28,65,6.0,700,3.0,22,135.75,True,False,False
1975,Maharashtra,10500.0,14.762,7.0857600000000005,12.99056,25,80,6.5,1200,2.0,18,590.48,False,False,True
1975,Maharashtra,1300.0,18.69237,8.30772,11.76927,22,70,6.0,800,2.5,20,692.31,False,True,False
1975,Maharashtra,32700.000000000004,7.43112,4.1284,7.43112,20,60,6.5,600,1.5,16,412.84,False,False,False
1975,Maharashtra,26400.0,1.32948,0.59088,1.32948,28,65,6.0,700,3.0,22,49.24,True,False,False
1976,Maharashtra,12200.0,19.67225,9.44268,17.31158,25,80,6.5,1200,2.0,18,786.89,False,False,True
1976,Maharashtra,2600.0,39.461580000000005,17.53848,24.84618,22,70,6.0,800,2.5,20,1461.54,False,True,False
1976,Maharashtra,31800.0,5.150880000000001,2.8616,5.150880000000001,20,60,6.5,600,1.5,16,286.16,False,False,False
1976,Maharashtra,15400.0,1.57788,0.70128,1.57788,28,65,6.0,700,3.0,22,58.44,True,False,False
1977,Maharashtra,11000.0,27.0455,12.98184,23.80004,25,80,6.5,1200,2.0,18,1081.82,False,False,True
1977,Maharashtra,3100.0,35.70966,15.870959999999998,22.48386,22,70,6.0,800,2.5,20,1322.58,False,True,False
1977,Maharashtra,32300.0,6.185699999999999,3.4365,6.185699999999999,20,60,6.5,600,1.5,16,343.65,False,False,False
1977,Maharashtra,29500.0,3.11175,1.383,3.11175,28,65,6.0,700,3.0,22,115.25,True,False,False
1978,Maharashtra,10100.0,29.703,14.25744,26.138639999999995,25,80,6.5,1200,2.0,18,1188.12,False,False,True
1978,Maharashtra,4100.0,40.1706,17.8536,25.2926,22,70,6.0,800,2.5,20,1487.8,False,True,False
1978,Maharashtra,32600.0,6.07356,3.3742,6.07356,20,60,6.5,600,1.5,16,337.42,False,False,False
1978,Maharashtra,24400.0,4.75821,2.11476,4.75821,28,65,6.0,700,3.0,22,176.23,True,False,False
1979,Maharashtra,7900.0,22.784750000000003,10.93668,20.05058,25,80,6.5,1200,2.0,18,911.39,False,False,True
1979,Maharashtra,2000.0,58.05,25.8,36.55,22,70,6.0,800,2.5,20,2150.0,False,True,False
1979,Maharashtra,34100.0,6.75666,3.7537,6.75666,20,60,6.5,600,1.5,16,375.37,False,False,False
1979,Maharashtra,26300.0,5.33844,2.37264,5.33844,28,65,6.0,700,3.0,22,197.72,True,False,False
1980,Maharashtra,8400.0,31.5475,15.1428,27.7618,25,80,6.5,1200,2.0,18,1261.9,False,False,True
1980,Maharashtra,1000.0,51.3,22.8,32.3,22,70,6.0,800,2.5,20,1900.0,False,True,False
1980,Maharashtra,32300.0,6.185699999999999,3.4365,6.185699999999999,20,60,6.5,600,1.5,16,343.65,False,False,False
1980,Maharashtra,27100.0,3.88557,1.7269200000000002,3.88557,28,65,6.0,700,3.0,22,143.91,True,False,False
1981,Maharashtra,7700.0,13.961000000000002,6.701280000000001,12.28568,25,80,6.5,1200,2.0,18,558.44,False,False,True
1981,Maharashtra,1000.0,48.6,21.6,30.6,22,70,6.0,800,2.5,20,1800.0,False,True,False
1981,Maharashtra,34700.0,6.79536,3.7752,6.79536,20,60,6.5,600,1.5,16,377.52,False,False,False
1981,Maharashtra,27500.0,4.418279999999999,1.96368,4.418279999999999,28,65,6.0,700,3.0,22,163.64,True,False,False
1982,Maharashtra,7000.0,17.5,8.399999999999999,15.4,25,80,6.5,1200,2.0,18,700.0,False,False,True
1982,Maharashtra,900.0,45.00009,20.00004,28.33339,22,70,6.0,800,2.5,20,1666.67,False,True,False
1982,Maharashtra,32900.0,6.018300000000001,3.3435000000000006,6.018300000000001,20,60,6.5,600,1.5,16,334.35,False,False,False
1982,Maharashtra,26900.0,5.01849,2.23044,5.01849,28,65,6.0,700,3.0,22,185.87,True,False,False
1983,Maharashtra,6400.0,23.4375,11.25,20.625,25,80,6.5,1200,2.0,18,937.5,False,False,True
1983,Maharashtra,1000.0,32.4,14.4,20.4,22,70,6.0,800,2.5,20,1200.0,False,True,False
1983,Maharashtra,37300.0,7.57638,4.2091,7.57638,20,60,6.5,600,1.5,16,420.91,False,False,False
1983,Maharashtra,27300.0,2.47266,1.09896,2.47266,28,65,6.0,700,3.0,22,91.58,True,False,False
1984,Maharashtra,6200.0,16.935499999999998,8.12904,14.903239999999998,25,80,6.5,1200,2.0,18,677.42,False,False,True
1984,Maharashtra,2400.0,43.875,19.5,27.625,22,70,6.0,800,2.5,20,1625.0,False,True,False
1984,Maharashtra,29200.0,5.239800000000001,2.9110000000000005,5.239800000000001,20,60,6.5,600,1.5,16,291.1,False,False,False
1984,Maharashtra,28400.0,3.51756,1.56336,3.51756,28,65,6.0,700,3.0,22,130.28,True,False,False
1985,Maharashtra,6500.0,13.4615,6.46152,11.84612,25,80,6.5,1200,2.0,18,538.46,False,False,True
1985,Maharashtra,1500.0,39.60009,17.60004,24.933390000000003,22,70,6.0,800,2.5,20,1466.67,False,True,False
1985,Maharashtra,27300.0,5.142779999999999,2.8570999999999995,5.142779999999999,20,60,6.5,600,1.5,16,285.71,False,False,False
1985,Maharashtra,29800.0,3.35232,1.48992,3.35232,28,65,6.0,700,3.0,22,124.16,True,False,False
1986,Maharashtra,7000.0,7.14275,3.42852,6.285619999999999,25,80,6.5,1200,2.0,18,285.71,False,False,True
1986,Maharashtra,3000.0,18.00009,8.00004,11.33339,22,70,6.0,800,2.5,20,666.67,False,True,False
1986,Maharashtra,19000.0,3.78954,2.1053,3.78954,20,60,6.5,600,1.5,16,210.53,False,False,False
1986,Maharashtra,32000.0,3.375,1.5,3.375,28,65,6.0,700,3.0,22,125.0,True,False,False
1987,Maharashtra,7000.0,10.71425,5.14284,9.42854,25,80,6.5,1200,2.0,18,428.57,False,False,True
1987,Maharashtra,1000.0,54.0,24.0,34.0,22,70,6.0,800,2.5,20,2000.0,False,True,False
1987,Maharashtra,21000.0,7.71426,4.2857,7.71426,20,60,6.5,600,1.5,16,428.57,False,False,False
1987,Maharashtra,29000.0,3.72411,1.65516,3.72411,28,65,6.0,700,3.0,22,137.93,True,False,False
1988,Maharashtra,7100.0,14.78875,7.098599999999999,13.014099999999996,25,80,6.5,1200,2.0,18,591.55,False,False,True
1988,Maharashtra,2300.0,17.60859,7.826039999999999,11.08689,22,70,6.0,800,2.5,20,652.17,False,True,False
1988,Maharashtra,22200.0,8.919,4.955,8.919,20,60,6.5,600,1.5,16,495.5,False,False,False
1988,Maharashtra,33000.0,2.86362,1.27272,2.86362,28,65,6.0,700,3.0,22,106.06,True,False,False
1989,Maharashtra,7100.0,21.12675,10.14084,18.59154,25,80,6.5,1200,2.0,18,845.07,False,False,True
1989,Maharashtra,1900.0,22.73697,10.10532,14.31587,22,70,6.0,800,2.5,20,842.11,False,True,False
1989,Maharashtra,22800.0,8.68428,4.8246,8.68428,20,60,6.5,600,1.5,16,482.46,False,False,False
1989,Maharashtra,28900.0,4.29759,1.91004,4.29759,28,65,6.0,700,3.0,22,159.17,True,False,False
1990,Maharashtra,8000.0,20.0,9.6,17.6,25,80,6.5,1200,2.0,18,800.0,False,False,True
1990,Maharashtra,4500.0,23.40009,10.40004,14.733389999999998,22,70,6.0,800,2.5,20,866.67,False,True,False
1990,Maharashtra,23100.0,8.57142,4.7619,8.57142,20,60,6.5,600,1.5,16,476.19,False,False,False
1990,Maharashtra,23600.0,3.36366,1.4949599999999998,3.36366,28,65,6.0,700,3.0,22,124.58,True,False,False
1991,Maharashtra,8300.0,6.3252500000000005,3.0361200000000004,5.56622,25,80,6.5,1200,2.0,18,253.01,False,False,True
1991,Maharashtra,4400.0,15.95457,7.090919999999999,10.045469999999998,22,70,6.0,800,2.5,20,590.91,False,True,False
1991,Maharashtra,13900.0,4.92084,2.7338,4.92084,20,60,6.5,600,1.5,16,273.38,False,False,False
1991,Maharashtra,33600.0,2.1213899999999994,0.94284,2.1213899999999994,28,65,6.0,700,3.0,22,78.57,True,False,False
1992,Maharashtra,6100.0,17.623,8.45904,15.50824,25,80,6.5,1200,2.0,18,704.92,False,False,True
1992,Maharashtra,3700.0,37.94607,16.86492,23.89197,22,70,6.0,800,2.5,20,1405.41,False,True,False
1992,Maharashtra,17600.0,7.056900000000001,3.9205,7.056900000000001,20,60,6.5,600,1.5,16,392.05,False,False,False
1992,Maharashtra,35000.0,3.82617,1.70052,3.82617,28,65,6.0,700,3.0,22,141.71,True,False,False
1993,Maharashtra,5600.0,18.75,9.0,16.5,25,80,6.5,1200,2.0,18,750.0,False,False,True
1993,Maharashtra,4700.0,38.48931,17.10636,24.23401,22,70,6.0,800,2.5,20,1425.53,False,True,False
1993,Maharashtra,20700.0,11.13048,6.1836,11.13048,20,60,6.5,600,1.5,16,618.36,False,False,False
1993,Maharashtra,38400.0,4.3875,1.95,4.3875,28,65,6.0,700,3.0,22,162.5,True,False,False
1994,Maharashtra,5400.0,19.4445,9.33336,17.11116,25,80,6.5,1200,2.0,18,777.78,False,False,True
1994,Maharashtra,3900.0,22.15377,9.84612,13.94867,22,70,6.0,800,2.5,20,820.51,False,True,False
1994,Maharashtra,17300.0,10.40454,5.7803,10.40454,20,60,6.5,600,1.5,16,578.03,False,False,False
1994,Maharashtra,61700.0,2.8663199999999995,1.27392,2.8663199999999995,28,65,6.0,700,3.0,22,106.16,True,False,False
1995,Maharashtra,4700.0,10.63825,5.10636,9.36166,25,80,6.5,1200,2.0,18,425.53,False,False,True
1995,Maharashtra,4600.0,34.630469999999995,15.391319999999997,21.804369999999995,22,70,6.0,800,2.5,20,1282.61,False,True,False
1995,Maharashtra,18700.0,8.95194,4.9733,8.95194,20,60,6.5,600,1.5,16,497.33,False,False,False
1995,Maharashtra,85400.0,4.29975,1.911,4.29975,28,65,6.0,700,3.0,22,159.25,True,False,False
1996,Maharashtra,4600.0,19.02175,9.13044,16.739140000000003,25,80,6.5,1200,2.0,18,760.87,False,False,True
1996,Maharashtra,3700.0,35.0271,15.5676,22.0541,22,70,6.0,800,2.5,20,1297.3,False,True,False
1996,Maharashtra,20400.0,10.32354,5.7353,10.32354,20,60,6.5,600,1.5,16,573.53,False,False,False
1996,Maharashtra,80800.0,4.19715,1.8654,4.19715,28,65,6.0,700,3.0,22,155.45,True,False,False
1997,Maharashtra,5200.0,38.4615,18.46152,33.84612,25,80,6.5,1200,2.0,18,1538.46,False,False,True
1997,Maharashtra,4700.0,40.21272,17.87232,25.31912,22,70,6.0,800,2.5,20,1489.36,False,True,False
1997,Maharashtra,18500.0,5.156820000000001,2.8649000000000004,5.156820000000001,20,60,6.5,600,1.5,16,286.49,False,False,False
1997,Maharashtra,92300.0,2.64438,1.17528,2.64438,28,65,6.0,700,3.0,22,97.94,True,False,False
1998,Maharashtra,3500.0,10.0,4.800000000000001,8.8,25,80,6.5,1200,2.0,18,400.0,False,False,True
1998,Maharashtra,5600.0,48.21417,21.42852,30.357070000000004,22,70,6.0,800,2.5,20,1785.71,False,True,False
1998,Maharashtra,23600.0,9.0,5.0,9.0,20,60,6.5,600,1.5,16,500.0,False,False,False
1998,Maharashtra,110300.0,3.80403,1.69068,3.80403,28,65,6.0,700,3.0,22,140.89,True,False,False
1999,Maharashtra,3800.0,11.3815,5.46312,10.01572,25,80,6.5,1200,2.0,18,455.26,False,False,True
1999,Maharashtra,6500.0,45.27684,20.12304,28.50764,22,70,6.0,800,2.5,20,1676.92,False,True,False
1999,Maharashtra,25200.0,9.07146,5.0397,9.07146,20,60,6.5,600,1.5,16,503.97,False,False,False
1999,Maharashtra,111200.0,3.591,1.596,3.591,28,65,6.0,700,3.0,22,133.0,True,False,False
2000,Maharashtra,3400.0,14.706,7.05888,12.94128,25,80,6.5,1200,2.0,18,588.24,False,False,True
2000,Maharashtra,7800.0,27.692280000000004,12.30768,17.43588,22,70,6.0,800,2.5,20,1025.64,False,True,False
2000,Maharashtra,26900.0,9.10044,5.0558000000000005,9.10044,20,60,6.5,600,1.5,16,505.58,False,False,False
2000,Maharashtra,82900.0,3.81375,1.6949999999999998,3.81375,28,65,6.0,700,3.0,22,141.25,True,False,False
2001,Maharashtra,2400.0,15.625,7.5,13.75,25,80,6.5,1200,2.0,18,625.0,False,False,True
2001,Maharashtra,4200.0,36.64278,16.28568,23.07138,22,70,6.0,800,2.5,20,1357.14,False,True,False
2001,Maharashtra,25200.0,7.71426,4.2857,7.71426,20,60,6.5,600,1.5,16,428.57,False,False,False
2001,Maharashtra,108000.0,3.3925500000000004,1.5078,3.3925500000000004,28,65,6.0,700,3.0,22,125.65,True,False,False
2002,Maharashtra,2400.0,6.25,3.0,5.5,25,80,6.5,1200,2.0,18,250.0,False,False,True
2002,Maharashtra,5600.0,25.07139,11.14284,15.78569,22,70,6.0,800,2.5,20,928.57,False,True,False
2002,Maharashtra,21100.0,8.87202,4.9289,8.87202,20,60,6.5,600,1.5,16,492.89,False,False,False
2002,Maharashtra,78800.0,3.24486,1.44216,3.24486,28,65,6.0,700,3.0,22,120.18,True,False,False
2003,Maharashtra,2500.0,10.0,4.800000000000001,8.8,25,80,6.5,1200,2.0,18,400.0,False,False,True
2003,Maharashtra,5000.0,17.28,7.68,10.88,22,70,6.0,800,2.5,20,640.0,False,True,False
2003,Maharashtra,24300.0,6.222239999999999,3.4568,6.222239999999999,20,60,6.5,600,1.5,16,345.68,False,False,False
2003,Maharashtra,94900.0,2.8876500000000003,1.2834,2.8876500000000003,28,65,6.0,700,3.0,22,106.95,True,False,False
2004,Maharashtra,2300.0,6.52175,3.13044,5.73914,25,80,6.5,1200,2.0,18,260.87,False,False,True
2004,Maharashtra,5300.0,27.30564,12.13584,17.19244,22,70,6.0,800,2.5,20,1011.32,False,True,False
2004,Maharashtra,28300.0,9.54072,5.3004,9.54072,20,60,6.5,600,1.5,16,530.04,False,False,False
2004,Maharashtra,101500.0,5.27229,2.34324,5.27229,28,65,6.0,700,3.0,22,195.27,True,False,False
2005,Maharashtra,2200.0,10.227249999999998,4.909079999999999,8.999979999999999,25,80,6.5,1200,2.0,18,409.09,False,False,True
2005,Maharashtra,6800.0,45.26469,20.11764,28.499990000000004,22,70,6.0,800,2.5,20,1676.47,False,True,False
2005,Maharashtra,35200.0,9.61362,5.3409,9.61362,20,60,6.5,600,1.5,16,534.09,False,False,False
2005,Maharashtra,138600.0,5.34546,2.37576,5.34546,28,65,6.0,700,3.0,22,197.98,True,False,False
2006,Maharashtra,2000.0,18.75,9.0,16.5,25,80,6.5,1200,2.0,18,750.0,False,False,True
2006,Maharashtra,7700.0,51.54543,22.90908,32.45453,22,70,6.0,800,2.5,20,1909.09,False,True,False
2006,Maharashtra,39900.0,11.77452,6.541399999999999,11.77452,20,60,6.5,600,1.5,16,654.14,False,False,False
2006,Maharashtra,155400.0,6.24429,2.77524,6.24429,28,65,6.0,700,3.0,22,231.27,True,False,False
2007,Maharashtra,1500.0,11.66675,5.60004,10.26674,25,80,6.5,1200,2.0,18,466.67,False,False,True
2007,Maharashtra,8200.0,39.38058,17.50248,24.79518,22,70,6.0,800,2.5,20,1458.54,False,True,False
2007,Maharashtra,46000.0,13.06962,7.2609,13.06962,20,60,6.5,600,1.5,16,726.09,False,False,False
2007,Maharashtra,188200.0,7.04403,3.13068,7.04403,28,65,6.0,700,3.0,22,260.89,True,False,False
2008,Maharashtra,1000.0,10.0,4.800000000000001,8.8,25,80,6.5,1200,2.0,18,400.0,False,False,True
2008,Maharashtra,11200.0,29.96514,13.31784,18.86694,22,70,6.0,800,2.5,20,1109.82,False,True,False
2008,Maharashtra,45100.0,11.45448,6.3636,11.45448,20,60,6.5,600,1.5,16,636.36,False,False,False
2008,Maharashtra,205200.0,4.6618200000000005,2.07192,4.6618200000000005,28,65,6.0,700,3.0,22,172.66,True,False,False
2009,Maharashtra,600.0,7.08325,3.39996,6.23326,25,80,6.5,1200,2.0,18,283.33,False,False,True
2009,Maharashtra,12100.0,25.46046,11.31576,16.03066,22,70,6.0,800,2.5,20,942.98,False,True,False
2009,Maharashtra,67300.0,10.88028,6.0446,10.88028,20,60,6.5,600,1.5,16,604.46,False,False,False
2009,Maharashtra,222800.0,6.171930000000001,2.74308,6.171930000000001,28,65,6.0,700,3.0,22,228.59,True,False,False
2010,Maharashtra,800.0,10.625,5.1,9.35,25,80,6.5,1200,2.0,18,425.0,False,False,True
2010,Maharashtra,9500.0,39.81798,17.69688,25.07058,22,70,6.0,800,2.5,20,1474.74,False,True,False
2010,Maharashtra,57800.0,12.6468,7.026,12.6468,20,60,6.5,600,1.5,16,702.6,False,False,False
2010,Maharashtra,276800.0,7.000559999999998,3.1113599999999995,7.000559999999998,28,65,6.0,700,3.0,22,259.28,True,False,False
2011,Maharashtra,600.0,11.66675,5.60004,10.26674,25,80,6.5,1200,2.0,18,466.67,False,False,True
2011,Maharashtra,8600.0,31.14423,13.84188,19.60933,22,70,6.0,800,2.5,20,1153.49,False,True,False
2011,Maharashtra,39600.0,10.99098,6.1061,10.99098,20,60,6.5,600,1.5,16,610.61,False,False,False
2011,Maharashtra,329000.0,5.84469,2.59764,5.84469,28,65,6.0,700,3.0,22,216.47,True,False,False
2012,Maharashtra,600.0,11.25,5.4,9.9,25,80,6.5,1200,2.0,18,450.0,False,False,True
2012,Maharashtra,10560.0,19.22724,8.54544,12.10604,22,70,6.0,800,2.5,20,712.12,False,True,False
2012,Maharashtra,39900.0,8.96382,4.9799,8.96382,20,60,6.5,600,1.5,16,497.99,False,False,False
2012,Maharashtra,329000.0,4.7574,2.1144,4.7574,28,65,6.0,700,3.0,22,176.2,True,False,False
2013,Maharashtra,500.0,15.0,7.199999999999999,13.2,25,80,6.5,1200,2.0,18,600.0,False,False,True
2013,Maharashtra,15200.0,34.10532,15.15792,21.47372,22,70,6.0,800,2.5,20,1263.16,False,True,False
2013,Maharashtra,63400.0,13.417739999999998,7.454299999999999,13.417739999999998,20,60,6.5,600,1.5,16,745.43,False,False,False
2013,Maharashtra,338600.0,7.84242,3.48552,7.84242,28,65,6.0,700,3.0,22,290.46,True,False,False
