Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Fertilizer_per_Area,Pesticide_per_Area,Production_per_Area,Yield
Rice,2006,Kharif,Chhattisgarh,3905319.0,5441525,1317.2,498748289.5,859170.18,127.7100000025606,0.22,1.3933624884420452,1.247222222
Rice,2006,Kharif,Delhi,7381.0,20815,462.7,942627.51,1623.82,127.71000000000001,0.22,2.8200785801381927,2.82
Rice,2006,Kharif,Goa,52985.0,128945,2928.8,6766714.35,11656.7,127.71,0.22,2.433613286779277,2.41
Rice,2006,Kharif,Gujarat,655600.0,1045200,1056.2,83726676.0,144232.0,127.71,0.22,1.5942647956070775,1.601875
Rice,2006,Summer,Gujarat,33700.0,96000,1056.2,4303827.0,7414.0,127.71,0.22,2.8486646884273,2.855555556
Rice,2006,Kharif,Haryana,1042036.0,3371000,329.3,133078417.6,229247.92,127.71000003838638,0.22,3.2350129937929206,2.8545
Rice,2006,Kharif,Himachal Pradesh,79206.0,123485,1207.0,10115398.26,17425.32,127.71,0.22,1.5590359316213418,1.750909091
Rice,2006,Kharif,Jammu and Kashmir,252516.0,554258,1786.5,32248818.36,55553.52,127.71,0.22,2.194942102678642,2.060833333
Rice,2006,Autumn,Jharkhand,183635.05,254351,1465.1,23452032.24,40399.711,127.71000002450512,0.22000000000000003,1.3850896111608324,1.274545455
Rice,2006,Winter,Jharkhand,995583.37,1175595,1465.1,127145952.2,219028.3414,127.71000001737676,0.22,1.1808102017614055,1.208181818
Rice,2006,Kharif,Karnataka,1066981.0,2723038,1146.3,136264143.5,234735.82,127.70999999062776,0.22,2.55209605419403,2.428148148
Rice,2006,Rabi,Karnataka,44063.0,99796,1146.3,5627285.73,9693.86,127.71000000000001,0.22,2.264848058461748,2.335333333
Rice,2006,Summer,Karnataka,284632.0,822692,1146.3,36350352.72,62619.04,127.71,0.22,2.8903707243036623,2.6825
Rice,2006,Autumn,Kerala,83859.0,191241,3429.7,10709632.89,18448.98,127.71000000000001,0.22,2.2805065645905627,2.270769231
Rice,2006,Summer,Kerala,35946.0,103571,3429.7,4590663.66,7908.12,127.71000000000001,0.22,2.881294163467423,2.497857143
Rice,2006,Winter,Kerala,143724.0,346763,3429.7,18354992.04,31619.28,127.71,0.22,2.412700731958476,2.286428571
Rice,2006,Kharif,Madhya Pradesh,1674013.0,1389269,1072.3,213788200.2,368282.86,127.70999998207898,0.22,0.8299033520050322,0.856666667
Rice,2006,Kharif,Maharashtra,1491300.0,2488600,1439.4,190453923.0,328086.0,127.71,0.22,1.6687453899282505,1.166333333
Rice,2006,Summer,Maharashtra,38000.0,81100,1439.4,4852980.0,8360.0,127.71,0.22,2.1342105263157896,2.176
Rice,2006,Kharif,Manipur,165370.0,389170,1533.561905,21119402.7,36381.4,127.71,0.22,2.35332889883292,2.276666667
Rice,2006,Autumn,Meghalaya,32679.0,44736,2454.7,4173435.09,7189.38,127.71,0.22,1.3689525383273662,1.641428571
Rice,2006,Rabi,Meghalaya,9854.0,39940,2454.7,1258454.34,2167.88,127.71000000000001,0.22,4.053176375076111,2.077142857
Rice,2006,Winter,Meghalaya,61752.0,115533,2454.7,7886347.92,13585.44,127.71,0.22,1.8709191605130198,1.852857143
Rice,2006,Kharif,Mizoram,50619.0,25789,2353.0,6464552.49,11136.18,127.71000000000001,0.22,0.5094727276319169,0.4525
Rice,2006,Rabi,Mizoram,2232.0,3675,2353.0,285048.72,491.04,127.71,0.22,1.646505376344086,1.58
Rice,2006,Kharif,Nagaland,163680.0,261920,1362.5,20903572.8,36009.6,127.71000000000001,0.22,1.6001955034213098,1.595
Rice,2006,Rabi,Nagaland,1000.0,1600,1362.5,127710.0,220.0,127.71,0.22,1.6,1.605
Rice,2006,Autumn,Odisha,757000.0,765000,1716.9,96676470.0,166540.0,127.71,0.22,1.010568031704095,1.056785714
Rice,2006,Summer,Odisha,315000.0,720000,1716.9,40228650.0,69300.0,127.71,0.22,2.2857142857142856,2.012
Rice,2006,Winter,Odisha,3379000.0,5338000,1716.9,431532090.0,743380.0,127.71,0.22,1.579757324652264,1.580333333
Rice,2006,Kharif,Puducherry,5010.0,13285,1434.5875,639827.1,1102.2,127.71,0.22,2.651696606786427,2.64
Rice,2006,Rabi,Puducherry,12061.0,33581,1434.5875,1540310.31,2653.42,127.71000000000001,0.22,2.7842633280822486,4.05
Rice,2006,Summer,Puducherry,4574.0,13942,1434.5875,584145.54,1006.28,127.71000000000001,0.22,3.04809794490599,3.05
Rice,2006,Kharif,Punjab,2621000.0,10138000,569.6,334727910.0,576620.0,127.71,0.22,3.867989317054559,3.75
Rice,2006,Kharif,Sikkim,9200.0,21450,2270.2,1174932.0,2024.0,127.71,0.22,2.3315217391304346,4.84
Rice,2006,Kharif,Tamil Nadu,1931397.0,6610607,927.9,246658710.9,424907.34,127.7100000155328,0.22,3.4227075013578254,3.584827586
Rice,2006,Kharif,Tripura,250939.0,628200,1764.3,32047419.69,55206.58,127.71000000000001,0.22,2.5033972399666853,2.4225
Rice,2006,Kharif,Uttar Pradesh,5902577.0,11082993,590.5,753818108.7,1298566.94,127.71000000508253,0.22,1.8776532690721357,1.846
Rice,2006,Summer,Uttar Pradesh,18175.0,40620,590.5,2321129.25,3998.5,127.71,0.22,2.2349381017881704,1.995
Rice,2006,Kharif,Uttarakhand,273662.0,540128,1178.9,34949374.02,60205.64,127.71000000000001,0.22,1.9737047891194246,1.645384615
Rice,2006,Rabi,Uttarakhand,9923.0,31208,1178.9,1267266.33,2183.06,127.71000000000001,0.22,3.1450166280358762,3.145
Rice,2006,Autumn,West Bengal,283859.0,575294,1631.4,36251632.89,62448.98,127.71000000000001,0.22,2.0266893070151024,2.001111111
Rice,2006,Summer,West Bengal,1401233.0,4520656,1631.4,178951466.4,308271.26,127.70999997859029,0.22,3.2261986407685233,3.028888889
Rice,2006,Winter,West Bengal,4001936.0,9649942,1631.4,511087246.6,880425.92,127.71000000999517,0.22,2.4113184218838084,2.291666667
Rice,2007,Kharif,Andhra Pradesh,2578000.0,8191000,1004.2,343905200.0,412480.0,133.4,0.16,3.1772692009309544,3.094545455
Rice,2007,Rabi,Andhra Pradesh,1406000.0,5133000,1004.2,187560400.0,224960.0,133.4,0.16,3.650782361308677,3.159090909
Rice,2007,Kharif,Arunachal Pradesh,124029.0,158146,3223.9,16545468.6,19844.64,133.4,0.16,1.2750727652403873,1.225625
Rice,2007,Autumn,Assam,354115.0,347992,2154.1,47238941.0,56658.4,133.4,0.16,0.9827090069610155,1.082592593
Rice,2007,Summer,Assam,322889.0,731851,2154.1,43073392.6,51662.24,133.4,0.16,2.26657148431814,2.085925926
Rice,2007,Winter,Assam,1646992.0,2238765,2154.1,219708732.8,263518.72,133.4,0.15999999999999998,1.3593053275304312,1.36962963
Rice,2007,Autumn,Bihar,524266.0,318517,1600.2,69937084.4,83882.56,133.4,0.16,0.6075484582254047,0.617
Rice,2007,Summer,Bihar,110440.0,172291,1600.2,14732696.0,17670.4,133.4,0.16,1.5600416515755162,1.416666667
Rice,2007,Winter,Bihar,2842665.0,3967956,1600.2,379211511.0,454826.4,133.4,0.16,1.3958577602355535,1.260789474
Rice,2007,Kharif,Chhattisgarh,3902881.0,5634972,1246.2,520644325.4,624460.96,133.4,0.16,1.4437980558464376,1.393888889
Rice,2007,Kharif,Delhi,7419.0,20946,677.5,989694.6,1187.04,133.4,0.16,2.8232915487262433,2.82
Rice,2007,Kharif,Goa,52191.0,121679,3674.7,6962279.4,8350.56,133.4,0.16,2.331417294169493,2.32
Rice,2007,Kharif,Gujarat,726000.0,1376300,1021.6,96848400.0,116160.0,133.4,0.16,1.8957300275482094,1.8325
Rice,2007,Summer,Gujarat,32600.0,97900,1021.6,4348840.0,5216.0,133.4,0.16,3.003067484662577,3.043333333
Rice,2007,Kharif,Haryana,1072545.0,3606000,443.8,143077503.0,171607.2,133.4,0.16,3.3620966952435563,3.191578947
Rice,2007,Kharif,Himachal Pradesh,78571.0,121453,1095.4,10481371.4,12571.36,133.4,0.16,1.5457738860393784,1.686363636
Rice,2007,Kharif,Jammu and Kashmir,263246.0,561355,1042.2,35117016.4,42119.36,133.4,0.16,2.132435060741664,1.9745
Rice,2007,Autumn,Jharkhand,183323.17,163692,1444.7,24455310.88,29331.7072,133.40000001090968,0.16,0.8929149545035687,0.899047619
Rice,2007,Winter,Jharkhand,1014731.14,1306932,1444.7,135365134.1,162356.9824,133.4000000236516,0.16,1.2879588971715208,1.306363636
Rice,2007,Kharif,Karnataka,1051466.0,2791181,1323.3,140265564.4,168234.56,133.4,0.16,2.65456134577818,2.567586207
Rice,2007,Rabi,Karnataka,40325.0,86756,1323.3,5379355.0,6452.0,133.4,0.16,2.151419714817111,2.255333333
Rice,2007,Summer,Karnataka,324525.0,990578,1323.3,43291635.0,51924.0,133.4,0.16,3.052393498189662,2.846923077
Rice,2007,Autumn,Kerala,77533.0,168108,3489.6,10342902.2,12405.28,133.39999999999998,0.16,2.1682122451085344,2.07
Rice,2007,Summer,Kerala,45447.0,109277,3489.6,6062629.8,7271.52,133.4,0.16,2.404493145862213,2.335714286
Rice,2007,Winter,Kerala,105958.0,251103,3489.6,14134797.2,16953.28,133.4,0.15999999999999998,2.369835217727779,2.252857143
Rice,2007,Kharif,Madhya Pradesh,1634912.0,1325175,740.4,218097260.8,261585.92,133.4,0.16,0.8105482129925036,0.875
Rice,2007,Kharif,Maharashtra,1535300.0,2912800,1257.2,204809020.0,245648.0,133.4,0.16,1.8972187846023578,1.377241379
Rice,2007,Summer,Maharashtra,41400.0,98700,1257.2,5522760.0,6624.0,133.4,0.16,2.3840579710144927,2.486
Rice,2007,Kharif,Manipur,166150.0,406150,1435.7,22164410.0,26584.0,133.4,0.16,2.4444778814324404,2.378888889
Rice,2007,Autumn,Meghalaya,32604.0,37918,4702.0,4349373.6,5216.64,133.39999999999998,0.16,1.1629861366703471,1.498571429
Rice,2007,Summer,Meghalaya,11546.0,48132,4702.0,1540236.4,1847.36,133.4,0.16,4.168716438593452,2.022857143
Rice,2007,Winter,Meghalaya,62170.0,114027,4702.0,8293478.0,9947.2,133.4,0.16,1.8341161331832074,1.812857143
Rice,2007,Kharif,Mizoram,54393.0,15501,3095.2,7256026.2,8702.88,133.4,0.15999999999999998,0.284981523357785,0.2625
Rice,2007,Rabi,Mizoram,148.0,187,3095.2,19743.2,23.68,133.4,0.16,1.2635135135135136,1.264
Rice,2007,Kharif,Nagaland,166000.0,308800,1769.0,22144400.0,26560.0,133.4,0.16,1.8602409638554216,1.8275
Rice,2007,Rabi,Nagaland,1500.0,2500,1769.0,200100.0,240.0,133.4,0.16,1.6666666666666667,1.66
Rice,2007,Autumn,Odisha,742000.0,814000,1633.8,98982800.0,118720.0,133.4,0.16,1.0970350404312668,1.082857143
Rice,2007,Summer,Odisha,334000.0,816000,1633.8,44555600.0,53440.0,133.4,0.16,2.44311377245509,2.108928571
Rice,2007,Winter,Odisha,3376000.0,5910000,1633.8,450358400.0,540160.0,133.4,0.16,1.7505924170616114,1.747
Rice,2007,Kharif,Puducherry,4379.0,12878,1434.5875,584158.6,700.64,133.4,0.16,2.940854076273122,2.986666667
Rice,2007,Rabi,Puducherry,11411.0,28051,1434.5875,1522227.4,1825.76,133.4,0.16,2.4582420471474893,3.02
Rice,2007,Summer,Puducherry,4647.0,12395,1434.5875,619909.8,743.52,133.4,0.16,2.6673122444587904,2.21
Rice,2007,Kharif,Punjab,2610000.0,10489000,527.2,348174000.0,417600.0,133.4,0.16,4.018773946360153,3.968
Rice,2007,Kharif,Sikkim,11860.0,19480,2003.4,1582124.0,1897.6,133.4,0.16,1.642495784148398,1.5475
Rice,2007,Kharif,Tamil Nadu,1789170.0,5039954,1067.2,238675278.0,286267.2,133.4,0.16,2.8169229307444232,3.213793103
Rice,2007,Kharif,Tripura,252897.0,640424,2831.8,33736459.8,40463.52,133.39999999999998,0.15999999999999998,2.5323511152761795,2.4375
Rice,2007,Kharif,Uttar Pradesh,5690539.0,11731754,672.9,759117902.6,910486.24,133.4,0.16,2.061624390940823,1.962
Rice,2007,Summer,Uttar Pradesh,18849.0,48358,672.9,2514456.6,3015.84,133.4,0.16,2.565547243885617,2.152142857
Rice,2007,Kharif,Uttarakhand,259805.0,523203,1924.3,34657987.0,41568.8,133.4,0.16,2.0138296029714593,1.709230769
Rice,2007,Summer,Uttarakhand,12364.0,41864,1924.3,1649357.6,1978.24,133.4,0.16,3.3859592364930444,3.423333333
Rice,2007,Autumn,West Bengal,281618.0,565825,2007.5,37567841.2,45058.88,133.4,0.16,2.009193304405258,1.956111111
Rice,2007,Summer,West Bengal,1511593.0,4926105,2007.5,201646506.2,241854.88,133.4,0.16,3.2588831782100076,3.048888889
Rice,2007,Winter,West Bengal,3926544.0,9227590,2007.5,523800969.6,628247.04,133.4,0.16,2.35005388962915,2.261666667
Rice,2008,Kharif,Andhra Pradesh,2803076.0,8379635,944.6,400951991.0,252276.84,143.03999998572996,0.09,2.989442669410319,2.913636364
Rice,2008,Rabi,Andhra Pradesh,1584140.0,5861498,944.6,226595385.6,142572.6,143.04,0.09000000000000001,3.700113626320906,3.236818182
Rice,2008,Kharif,Arunachal Pradesh,126799.0,164538,2244.4,18137328.96,11411.91,143.04000000000002,0.09,1.2976285301934558,1.183125
Rice,2008,Autumn,Assam,350649.0,374010,2109.9,50156832.96,31558.41,143.04,0.09,1.066622177733289,1.117777778
Rice,2008,Summer,Assam,360266.0,768582,2109.9,51532448.64,32423.94,143.04,0.09,2.13337367389651,1.951153846
Rice,2008,Winter,Assam,1773211.0,2865843,2109.9,253640101.4,159588.99,143.03999997744205,0.09,1.6161883723933588,1.607407407
Rice,2008,Autumn,Bihar,546872.0,727414,1197.7,78224570.88,49218.48,143.04,0.09000000000000001,1.3301357538875642,1.230344828
Rice,2008,Summer,Bihar,105526.0,178240,1197.7,15094439.04,9497.34,143.04,0.09,1.689062411159335,1.641
Rice,2008,Winter,Bihar,2842875.0,4684328,1197.7,406644840.0,255858.75,143.04,0.09,1.6477432176933562,1.545789474
Rice,2008,Kharif,Chhattisgarh,3928815.0,4707499,1117.9,561977697.6,353593.35,143.04,0.09,1.1981981844398375,1.198333333
Rice,2008,Kharif,Delhi,7039.0,19873,614.6,1006858.56,633.51,143.04000000000002,0.09,2.8232703509021166,2.82
Rice,2008,Kharif,Goa,33638.0,78705,3271.6,4811579.52,3027.42,143.04,0.09,2.339764551994768,2.325
Rice,2008,Rabi,Goa,15688.0,43162,3271.6,2244011.52,1411.92,143.04,0.09000000000000001,2.751274859765426,2.755
Rice,2008,Kharif,Gujarat,722100.0,1225500,746.1,103289184.0,64989.0,143.04,0.09,1.6971333610303283,1.615294118
Rice,2008,Summer,Gujarat,25200.0,77400,746.1,3604608.0,2268.0,143.04,0.09,3.0714285714285716,2.921111111
Rice,2008,Kharif,Haryana,1211149.0,3299000,715.6,173242753.0,109003.41,143.0400000330265,0.09,2.7238597398008007,2.569
Rice,2008,Kharif,Himachal Pradesh,77709.0,118277,1357.1,11115495.36,6993.81,143.04,0.09000000000000001,1.522050212974044,1.6
Rice,2008,Autumn,Jharkhand,188422.33,162674,1295.2,26951930.08,16958.0097,143.03999998301688,0.09,0.8633477783657596,0.868695652
Rice,2008,Winter,Jharkhand,1008437.16,1333906,1295.2,144246851.4,90759.3444,143.04000003331888,0.09,1.3227457821962847,1.39125
Rice,2008,Kharif,Karnataka,1129883.0,2906761,1164.1,161618464.3,101689.47,143.03999998229907,0.09,2.572621236004082,2.513448276
Rice,2008,Rabi,Karnataka,40982.0,89072,1164.1,5862065.28,3688.38,143.04000000000002,0.09,2.173441998926358,2.514166667
Rice,2008,Summer,Karnataka,343122.0,1035706,1164.1,49080170.88,30880.98,143.04000000000002,0.09,3.0184773928806665,2.786923077
Rice,2008,Autumn,Kerala,79381.0,192770,2524.8,11354658.24,7144.29,143.04,0.09,2.428414859979088,2.295384615
Rice,2008,Summer,Kerala,49762.0,148370,2524.8,7117956.48,4478.58,143.04000000000002,0.09,2.981592379727503,2.446428571
Rice,2008,Winter,Kerala,105122.0,249101,2524.8,15036650.88,9460.98,143.04000000000002,0.09,2.369637183463024,2.260714286
Rice,2008,Kharif,Madhya Pradesh,1706557.0,1571103,895.0,244105913.3,153590.13,143.0400000117195,0.09,0.9206273215603112,0.911020408
Rice,2008,Kharif,Maharashtra,1499500.0,2234300,1052.8,214488480.0,134955.0,143.04,0.09,1.4900300100033343,1.170740741
Rice,2008,Summer,Maharashtra,22000.0,53200,1052.8,3146880.0,1980.0,143.04,0.09,2.418181818181818,2.421111111
Rice,2008,Kharif,Manipur,210990.0,518250,1134.8,30180009.6,18989.1,143.04000000000002,0.09,2.4562775486989903,2.134444444
Rice,2008,Autumn,Meghalaya,32570.0,41908,3114.3,4658812.8,2931.3,143.04,0.09000000000000001,1.2867055572612833,1.53
Rice,2008,Summer,Meghalaya,12752.0,46600,3114.3,1824046.08,1147.68,143.04,0.09000000000000001,3.6543287327478042,2.154285714
Rice,2008,Winter,Meghalaya,62723.0,115354,3114.3,8971897.92,5645.07,143.04,0.09,1.839102083765126,1.802857143
Rice,2008,Kharif,Mizoram,51859.0,68637,1912.1,7417911.36,4667.31,143.04000000000002,0.09000000000000001,1.3235311132108216,1.20625
Rice,2008,Rabi,Mizoram,131.0,280,1912.1,18738.24,11.79,143.04000000000002,0.09,2.1374045801526718,2.555
Rice,2008,Kharif,Nagaland,173100.0,345090,1540.9,24760224.0,15579.0,143.04,0.09,1.9935875216637782,1.964545455
Rice,2008,Autumn,Odisha,707000.0,735000,1539.0,101129280.0,63630.0,143.04,0.09,1.0396039603960396,1.062142857
Rice,2008,Summer,Odisha,331000.0,811000,1539.0,47346240.0,29790.0,143.04,0.09,2.4501510574018126,2.051538462
Rice,2008,Winter,Odisha,3417000.0,5266000,1539.0,488767680.0,307530.0,143.04,0.09,1.5411179397131987,1.545333333
Rice,2008,Kharif,Puducherry,4493.0,12290,1434.5875,642678.72,404.37,143.04,0.09,2.735366125083463,3.0
Rice,2008,Rabi,Puducherry,11306.0,24163,1434.5875,1617210.24,1017.54,143.04,0.09,2.1371837962143996,2.82
Rice,2008,Summer,Puducherry,4981.0,14263,1434.5875,712482.24,448.29,143.04,0.09000000000000001,2.863481228668942,2.125
Rice,2008,Kharif,Punjab,2735000.0,11000000,691.3,391214400.0,246150.0,143.04,0.09,4.021937842778794,3.9855
Rice,2008,Kharif,Sikkim,13000.0,22230,2247.5,1859520.0,1170.0,143.04,0.09,1.71,1.5925
Rice,2008,Kharif,Tamil Nadu,1931603.0,5183385,1201.9,276296493.1,173844.27,143.0399999896459,0.09,2.6834629061975988,3.562580645
Rice,2008,Kharif,Tripura,242966.0,627175,1827.8,34753856.64,21866.94,143.04,0.09,2.581328251689537,2.525
Rice,2008,Kharif,Uttar Pradesh,6011761.0,13051365,891.6,859922293.4,541058.49,143.03999999334638,0.09,2.1709720329866737,2.124428571
Rice,2008,Summer,Uttar Pradesh,21621.0,45666,891.6,3092667.84,1945.89,143.04,0.09000000000000001,2.1121132232551685,2.095
Rice,2008,Kharif,Uttarakhand,275711.0,528524,1363.7,39437701.44,24813.99,143.04,0.09000000000000001,1.9169492693436243,1.627692308
Rice,2008,Summer,Uttarakhand,12654.0,39797,1363.7,1810028.16,1138.86,143.04,0.09,3.145013434487119,3.1
Rice,2008,Autumn,West Bengal,292444.0,604968,1560.1,41831189.76,26319.96,143.04,0.09,2.0686627183323987,2.04
Rice,2008,Summer,West Bengal,1556662.0,4358011,1560.1,222664932.5,140099.58,143.040000012848,0.09,2.7995871936232786,2.646666667
Rice,2008,Winter,West Bengal,4086590.0,10074261,1560.1,584545833.6,367793.1,143.04,0.09,2.465199836538532,2.393888889
Rice,2009,Kharif,Andhra Pradesh,2062870.0,5956396,711.0,321436403.4,350687.9,155.82,0.17,2.8874315880302683,2.790909091
Rice,2009,Rabi,Andhra Pradesh,1377866.0,4881871,711.0,214699080.1,234237.22,155.8199999854848,0.17,3.5430665971872446,3.098636364
Rice,2009,Kharif,Arunachal Pradesh,121468.0,143893,1701.9,18927143.76,20649.56,155.82000000000002,0.17,1.1846165245167453,1.12
Rice,2009,Autumn,Assam,340830.0,334655,1727.1,53108130.6,57941.1,155.82,0.16999999999999998,0.9818824633981751,1.070740741
Rice,2009,Summer,Assam,394442.0,859790,1727.1,61461952.44,67055.14,155.82,0.17,2.1797628041638566,1.903703704
Rice,2009,Winter,Assam,1762324.0,3213979,1727.1,274605325.7,299595.08,155.82000001134864,0.17,1.8237162973437349,1.780740741
Rice,2009,Autumn,Bihar,525890.0,471321,889.3,81944179.8,89401.3,155.82,0.17,0.896234954077849,0.905666667
Rice,2009,Summer,Bihar,95682.0,176656,889.3,14909169.24,16265.94,155.82,0.17,1.8462824773729647,1.492083333
Rice,2009,Winter,Bihar,2502458.0,2992233,889.3,389933005.6,425417.86,155.8200000159843,0.16999999999999998,1.1957175704846994,1.105526316
Rice,2009,Kharif,Chhattisgarh,3837610.0,4347316,956.9,597976390.2,652393.7,155.82000000000002,0.16999999999999998,1.132818603245249,1.106666667
Rice,2009,Kharif,Delhi,6821.0,19008,528.4,1062848.22,1159.57,155.82,0.16999999999999998,2.786688168890192,2.79
Rice,2009,Kharif,Goa,31166.0,59267,3334.9,4856286.12,5298.22,155.82,0.17,1.9016556503882436,1.895
Rice,2009,Rabi,Goa,15938.0,41338,3334.9,2483459.16,2709.46,155.82000000000002,0.17,2.5936754925335674,2.57
Rice,2009,Kharif,Gujarat,658500.0,1228400,618.0,102607470.0,111945.0,155.82,0.17,1.8654517843583902,1.693529412
Rice,2009,Summer,Gujarat,21000.0,64600,618.0,3272220.0,3570.0,155.82,0.17,3.0761904761904764,3.034444444
Rice,2009,Kharif,Haryana,1206435.0,3628000,393.0,187986701.7,205093.95,155.82,0.17,3.0072071848048174,2.673809524
Rice,2009,Kharif,Himachal Pradesh,76186.0,105787,969.9,11871302.52,12951.62,155.82,0.17,1.3885359514871498,1.484545455
Rice,2009,Kharif,Jammu and Kashmir,259892.0,500880,751.7,40496371.44,44181.64,155.82,0.16999999999999998,1.927262093484986,1.859
Rice,2009,Autumn,Jharkhand,157262.0,87970,996.1,24504564.84,26734.54,155.82,0.17,0.5593849753913851,0.515217391
Rice,2009,Winter,Jharkhand,825787.0,504508,996.1,128674130.3,140383.79,155.81999995156136,0.17,0.610942046798993,0.58625
Rice,2009,Kharif,Karnataka,1102221.0,2734838,1321.0,171748076.2,187377.57,155.8199999818548,0.17,2.481206581983105,2.397931034
Rice,2009,Rabi,Karnataka,37747.0,84636,1321.0,5881737.54,6416.99,155.82,0.16999999999999998,2.2421914324317163,2.416666667
Rice,2009,Summer,Karnataka,346510.0,1057933,1321.0,53993188.2,58906.7,155.82000000000002,0.16999999999999998,3.0531095783671467,2.806923077
Rice,2009,Autumn,Kerala,77249.0,192050,2821.5,12036939.18,13132.33,155.82,0.17,2.4861163251304226,2.303076923
Rice,2009,Summer,Kerala,49279.0,134005,2821.5,7678653.78,8377.43,155.82,0.17,2.7193124860488243,2.385
Rice,2009,Winter,Kerala,107485.0,272284,2821.5,16748312.7,18272.45,155.82,0.17,2.533227892264037,2.286428571
Rice,2009,Whole Year,Madhya Pradesh,1593071.0,1355660,904.1,248232323.2,270822.07,155.8199999874456,0.17,0.8509727438387868,0.906041667
Rice,2009,Kharif,Maharashtra,1450000.0,2138100,1002.4,225939000.0,246500.0,155.82,0.17,1.4745517241379311,1.106071429
Rice,2009,Summer,Maharashtra,20600.0,47700,1002.4,3209892.0,3502.0,155.82,0.17,2.3155339805825244,2.251111111
Rice,2009,Kharif,Manipur,113890.0,265090,992.5,17746339.8,19361.3,155.82,0.16999999999999998,2.3275968039336203,1.923333333
Rice,2009,Autumn,Meghalaya,32560.0,41798,2995.9,5073499.2,5535.2,155.82,0.16999999999999998,1.2837223587223587,1.542857143
Rice,2009,Summer,Meghalaya,12777.0,46943,2995.9,1990912.14,2172.09,155.82,0.17,3.674023636221335,2.171428571
Rice,2009,Winter,Meghalaya,62825.0,115388,2995.9,9789391.5,10680.25,155.82,0.17,1.8366573816155989,1.802857143
Rice,2009,Kharif,Mizoram,47085.0,65893,2086.3,7336784.7,8004.45,155.82,0.16999999999999998,1.3994478071572687,1.3175
Rice,2009,Rabi,Mizoram,119.0,238,2086.3,18542.58,20.23,155.82000000000002,0.17,2.0,2.0
Rice,2009,Kharif,Nagaland,168570.0,240310,1225.9,26266577.4,28656.9,155.82,0.17,1.4255798777955746,1.393636364
Rice,2009,Autumn,Odisha,687000.0,618000,1330.3,107048340.0,116790.0,155.82,0.17,0.8995633187772926,1.024074074
Rice,2009,Summer,Odisha,265000.0,714000,1330.3,41292300.0,45050.0,155.82,0.17,2.6943396226415093,2.163636364
Rice,2009,Winter,Odisha,3413000.0,5581000,1330.3,531813660.0,580210.0,155.82,0.17,1.6352182830354527,1.575666667
Rice,2009,Kharif,Puducherry,4650.0,13501,1434.5875,724563.0,790.5,155.82,0.17,2.9034408602150537,2.893333333
Rice,2009,Rabi,Puducherry,11178.0,25378,1434.5875,1741755.96,1900.26,155.82,0.17,2.270352478081947,2.903333333
Rice,2009,Summer,Puducherry,5098.0,13451,1434.5875,794370.36,866.66,155.82,0.16999999999999998,2.638485680659082,1.965
Rice,2009,Kharif,Punjab,2802000.0,11236000,371.3,436607640.0,476340.0,155.82,0.17,4.009992862241257,3.9775
Rice,2009,Kharif,Sikkim,12270.0,20930,2176.6,1911911.4,2085.9,155.82,0.17,1.7057864710676447,1.595
Rice,2009,Kharif,Tamil Nadu,1845553.0,5665258,928.5,287574068.5,313744.01,155.8200000216737,0.17,3.069680469756219,3.539677419
Rice,2009,Kharif,Tripura,245538.0,640010,2004.2,38259731.16,41741.46,155.82,0.16999999999999998,2.6065619170963354,2.5225
Rice,2009,Kharif,Uttar Pradesh,5148046.0,10714990,585.8,802168527.7,875167.82,155.81999999611503,0.16999999999999998,2.0813702907860576,2.00971831
Rice,2009,Summer,Uttar Pradesh,24695.0,61514,585.8,3847974.9,4198.15,155.82,0.16999999999999998,2.4909495849362218,2.13
Rice,2009,Kharif,Uttarakhand,270608.0,551716,847.8,42166138.56,46003.36,155.82000000000002,0.17,2.0388015136285698,1.613846154
Rice,2009,Rabi,Uttarakhand,13775.0,39300,847.8,2146420.5,2341.75,155.82,0.17,2.852994555353902,2.85
Rice,2009,Autumn,West Bengal,214062.0,466766,1317.2,33355140.84,36390.54,155.82,0.17,2.1805177939101754,2.095
Rice,2009,Summer,West Bengal,1429703.0,4275871,1317.2,222776321.5,243049.51,155.82000002797784,0.17,2.990740734264389,2.79
Rice,2009,Winter,West Bengal,3986330.0,9597968,1317.2,621149940.6,677676.1,155.82,0.16999999999999998,2.407720384413734,2.346111111
Rice,2010,Kharif,Andhra Pradesh,2921793.0,7509866,1297.0,485339035.2,701230.32,166.10999998973233,0.24,2.5702936518774604,2.666818182
Rice,2010,Rabi,Andhra Pradesh,1829516.0,6909447,1297.0,303900902.8,439083.84,166.11000002186373,0.24000000000000002,3.7766529508350843,3.325909091
Rice,2010,Kharif,Arunachal Pradesh,121570.0,155993,2574.1,20193992.7,29176.8,166.10999999999999,0.24,1.2831537385868224,1.219375
Rice,2010,Autumn,Assam,307988.0,355825,2578.5,51159886.68,73917.12,166.10999999999999,0.24,1.1553209865319427,1.272592593
Rice,2010,Summer,Assam,398785.0,1027575,2578.5,66242176.35,95708.4,166.11,0.24,2.5767644219316175,2.342222222
Rice,2010,Winter,Assam,1830682.0,3649129,2578.5,304094587.0,439363.68,166.1099999890751,0.24,1.9933166983670567,1.958888889
Rice,2010,Autumn,Bihar,495218.0,444042,629.2,82260661.98,118852.32,166.11,0.24000000000000002,0.896659652920532,0.919642857
